Label	Gene	Product																	RheaRid	AnnotatedRid	CreationDate	AmigeneStatus	PubmedID	BioProcess	Matrix	Annotator	Atot	Ctot	Gtot	Ttot	GCtot	ATtot	A1	C1	G1	T1	GC1	AT1	A2	C2	G2	T2	GC2	AT2	A3	C3	G3	T3	GC3	AT3	CAI	MW	KD	Tiny	Small	Aliphatic	Aromatic	Non_Polar	Polar	Charged	Basic	Acidic	Pi	OI
BSU01889	ybzH	putative transcriptional regulator (ArsR family)																			19/12/2008 16:57	no		16.3 : Control ;	3	gmeurice	0.363036	0.1848	0.207921	0.244224	0.392739	0.607261	0.346535	0.188119	0.287129	0.178218	0.475248	0.524752	0.366337	0.207921	0.128713	0.29703	0.336634	0.663366	0.376238	0.158416	0.207921	0.257426	0.366337	0.633663	0.493348	11500.925	-0.307	0.25	0.38	0.24	0.1	0.51	0.49	0.3	0.16	0.14	6.937355	9.02
BSU01890	ybcL	putative efflux transporter																			30/04/2007 10:01	no	15812018, 15849754, 16850406	16.1 : Circulate ; 16.8 : Protect ;	2	adanchin	0.225916	0.1944	0.249787	0.329923	0.44416	0.55584	0.289003	0.148338	0.329923	0.232737	0.478261	0.521739	0.158568	0.253197	0.15601	0.432225	0.409207	0.590793	0.230179	0.181586	0.263427	0.324808	0.445013	0.554987	0.514544	41406.935	1.044103	0.348718	0.502564	0.333333	0.115385	0.723077	0.276923	0.087179	0.058974	0.028205	9.565559	8.061538
BSU01900	ybcM	putative enzyme																			10/12/2008 17:02	no		16.11 : Scavenge (Catabolism) ;	1	adanchin	0.273016	0.2127	0.260317	0.253968	0.473016	0.526984	0.304762	0.190476	0.333333	0.171429	0.52381	0.47619	0.257143	0.209524	0.152381	0.380952	0.361905	0.638095	0.257143	0.238095	0.295238	0.209524	0.533333	0.466667	0.499009	11555.115	0.383654	0.259615	0.548077	0.317308	0.048077	0.576923	0.423077	0.211538	0.096154	0.115385	4.988365	9.615385
BSU01910	skfA	sporulation killing factor A																			20/02/2007 11:13	no	15812018, 16816204, 17069462, 17184776	16.11 : Scavenge (Catabolism) ;	3	adanchin	0.297619	0.1667	0.279762	0.255952	0.446429	0.553571	0.392857	0.142857	0.303571	0.160714	0.446429	0.553571	0.232143	0.267857	0.267857	0.232143	0.535714	0.464286	0.267857	0.089286	0.267857	0.375	0.357143	0.642857	0.653259	5933.88	-0.158182	0.4	0.527273	0.145455	0.054545	0.6	0.4	0.236364	0.2	0.036364	10.163597	9.654545
BSU01920	skfB	synthesis of sporulation killing factor A																			31/10/2013 16:59	no	15812018, 16816204, 17069462, 17184776, 18307109, 23282011	16.11 : Scavenge (Catabolism) ;	3	adanchin	0.313058	0.1517	0.240876	0.294404	0.392539	0.607461	0.282238	0.160584	0.340633	0.216545	0.501217	0.498783	0.333333	0.192214	0.182482	0.291971	0.374696	0.625304	0.323601	0.10219	0.199513	0.374696	0.301703	0.698297	0.557324	45753.345	-0.216098	0.285366	0.47561	0.22439	0.104878	0.529268	0.470732	0.270732	0.126829	0.143902	5.105751	9.107317
BSU01935	skfC	sporulation killing factor biosynthesis and export																			22/12/2008 11:10	no	15812018, 15849754, 16816204, 16850406, 17069462, 17184776	16.11 : Scavenge (Catabolism) ;	3	gmeurice	0.293763	0.1576	0.216633	0.331992	0.374245	0.625755	0.295775	0.181087	0.28169	0.241449	0.462777	0.537223	0.259557	0.162978	0.169014	0.408451	0.331992	0.668008	0.325956	0.128773	0.199195	0.346076	0.327968	0.672032	0.5207	56290.025	0.434274	0.25	0.427419	0.314516	0.143145	0.604839	0.395161	0.193548	0.110887	0.082661	8.183952	8.300403
BSU01950	skfE	sporulation killing factor biosynthesis and export; ABC transporter (binding protein)																			20/02/2007 11:23	no		16.11 : Scavenge (Catabolism) ;	3	adanchin	0.322222	0.1694	0.248611	0.259722	0.418056	0.581944	0.25	0.216667	0.341667	0.191667	0.558333	0.441667	0.358333	0.1875	0.170833	0.283333	0.358333	0.641667	0.358333	0.104167	0.233333	0.304167	0.3375	0.6625	0.527401	26892.79	-0.341004	0.246862	0.447699	0.251046	0.096234	0.539749	0.460251	0.276151	0.146444	0.129707	6.355339	9.221757
BSU01960	skfF	sporulation killing factor biosynthesis and export; ABC transporter (permease)																			20/02/2007 11:25	no	15812018, 15849754, 16816204, 16850406, 17069462, 17184776	16.1 : Circulate ; 16.11 : Scavenge (Catabolism) ;	3	adanchin	0.235119	0.1637	0.212054	0.389137	0.375744	0.624256	0.276786	0.147321	0.243304	0.332589	0.390625	0.609375	0.189732	0.167411	0.185268	0.457589	0.352679	0.647321	0.238839	0.176339	0.207589	0.377232	0.383929	0.616071	0.52933	51814.95	0.903579	0.263982	0.404922	0.326622	0.212528	0.691275	0.308725	0.12528	0.082774	0.042506	9.199196	8.201342
BSU01970	skfG	sporulation killing factor biosynthesis and export																			07/05/2008 09:04	no	15812018, 16816204, 17069462, 17184776	16.11 : Scavenge (Catabolism) ;	1	clo	0.30814	0.1512	0.265504	0.275194	0.416667	0.583333	0.273256	0.122093	0.377907	0.226744	0.5	0.5	0.325581	0.25	0.151163	0.273256	0.401163	0.598837	0.325581	0.081395	0.267442	0.325581	0.348837	0.651163	0.506799	18509.49	-0.023977	0.327485	0.48538	0.222222	0.076023	0.567251	0.432749	0.263158	0.111111	0.152047	4.782433	8.789474
BSU01980	skfH	sibling killing effect ; sporulation killing factor biosynthesis and export																			20/02/2007 11:41	no	15812018, 16816204, 17069462, 17184776	16.11 : Scavenge (Catabolism) ; 16.8 : Protect ;	3	adanchin	0.330986	0.1667	0.206573	0.295775	0.373239	0.626761	0.323944	0.190141	0.267606	0.21831	0.457746	0.542254	0.352113	0.15493	0.15493	0.338028	0.309859	0.690141	0.316901	0.15493	0.197183	0.330986	0.352113	0.647887	0.590713	16229.18	-0.050355	0.219858	0.453901	0.262411	0.12766	0.560284	0.439716	0.219858	0.099291	0.120567	4.869591	9.134752
BSU01990	ybdG	putative hydrolase/transferase																			07/05/2008 09:22	no			2	clo	0.308793	0.1697	0.235174	0.286299	0.404908	0.595092	0.309816	0.165644	0.312883	0.211656	0.478528	0.521472	0.374233	0.193252	0.122699	0.309816	0.315951	0.684049	0.242331	0.150307	0.269939	0.337423	0.420245	0.579755	0.495516	37064.33	-0.261538	0.236923	0.44	0.227692	0.141538	0.541538	0.458462	0.267692	0.16	0.107692	9.212013	8.867692
BSU02000	ybdJ	two-component response regulator [YbdK]																			30/04/2007 11:00	no	11717295	16.3 : Control ;	2	adanchin	0.315476	0.1384	0.260417	0.285714	0.39881	0.60119	0.339286	0.1875	0.316964	0.15625	0.504464	0.495536	0.392857	0.098214	0.142857	0.366071	0.241071	0.758929	0.214286	0.129464	0.321429	0.334821	0.450893	0.549107	0.507536	26172.47	-0.225561	0.152466	0.372197	0.282511	0.125561	0.542601	0.457399	0.313901	0.165919	0.147982	6.351814	9.372197
BSU02010	ybdK	two-component sensor histidine kinase [YbdJ]																			30/04/2007 11:02	no	11717295	16.12 : Sense ; 16.3 : Control ;	2	adanchin	0.299065	0.1537	0.240914	0.306334	0.3946	0.6054	0.311526	0.186916	0.271028	0.23053	0.457944	0.542056	0.34891	0.155763	0.130841	0.364486	0.286604	0.713396	0.23676	0.11838	0.320872	0.323988	0.439252	0.560748	0.461055	37253.685	-0.06375	0.20625	0.378125	0.284375	0.13125	0.51875	0.48125	0.275	0.134375	0.140625	5.344048	8.9125
BSU02019	ybzI	hypothetical protein																			22/12/2008 11:14	no			3	gmeurice	0.314394	0.2311	0.223485	0.231061	0.454545	0.545455	0.329545	0.102273	0.443182	0.125	0.545455	0.454545	0.204545	0.375	0.113636	0.306818	0.488636	0.511364	0.409091	0.215909	0.113636	0.261364	0.329545	0.670455	0.530042	8803.87	0.606897	0.436782	0.678161	0.275862	0.034483	0.609195	0.390805	0.16092	0.091954	0.068966	8.94381	8.689655
BSU02030	ybdM	putative protein kinase																			30/04/2007 11:06	no		16.3 : Control ;	1	adanchin	0.335927	0.2127	0.204929	0.246433	0.417639	0.582361	0.303502	0.252918	0.2607	0.182879	0.513619	0.486381	0.396887	0.128405	0.116732	0.357977	0.245136	0.754864	0.307393	0.256809	0.237354	0.198444	0.494163	0.505837	0.521852	30058.155	-0.203906	0.167969	0.308594	0.289062	0.117188	0.53125	0.46875	0.304688	0.160156	0.144531	6.326286	8.785156
BSU02040	ybdN	putative phage protein																			14/04/2007 20:44	no	16794953	16.5 : Explore ; 16.13 : Shape ;	3	adanchin	0.33683	0.2051	0.203963	0.254079	0.409091	0.590909	0.398601	0.111888	0.283217	0.206294	0.395105	0.604895	0.314685	0.283217	0.153846	0.248252	0.437063	0.562937	0.297203	0.22028	0.174825	0.307692	0.395105	0.604895	0.563401	31501.94	-0.34	0.37193	0.578947	0.175439	0.119298	0.470175	0.529825	0.178947	0.094737	0.084211	8.531837	8.961404
BSU02050	ybdO	putative phage protein																			14/04/2007 20:42	no	15033535	16.5 : Explore ;	3	adanchin	0.340928	0.1848	0.246414	0.227848	0.431224	0.568776	0.321519	0.192405	0.313924	0.172152	0.506329	0.493671	0.425316	0.2	0.15443	0.220253	0.35443	0.64557	0.275949	0.162025	0.270886	0.291139	0.432911	0.567089	0.505726	44835.905	-0.812437	0.274112	0.477157	0.180203	0.109137	0.436548	0.563452	0.274112	0.134518	0.139594	5.512276	9.408629
BSU02060	ybxG	putative amino acid permease																			05/04/2012 11:08	no	15849754, 16850406	16.1 : Circulate ;	2	adanchin	0.220302	0.1929	0.266379	0.320374	0.459323	0.540677	0.315335	0.133909	0.326134	0.224622	0.460043	0.539957	0.181425	0.222462	0.192225	0.403888	0.414687	0.585313	0.164147	0.222462	0.280778	0.332613	0.50324	0.49676	0.590575	50075.275	0.828355	0.329004	0.491342	0.285714	0.160173	0.725108	0.274892	0.11039	0.071429	0.038961	9.380669	8.435065
BSU02070	csgA	sporulation-specific SASP protein																			30/04/2007 10:09	no	9016963	16.5 : Explore ;	1	adanchin	0.361446	0.1365	0.228916	0.273092	0.365462	0.634538	0.253012	0.192771	0.337349	0.216867	0.53012	0.46988	0.518072	0.096386	0.096386	0.289157	0.192771	0.807229	0.313253	0.120482	0.253012	0.313253	0.373494	0.626506	0.538723	9837.775	-0.813415	0.134146	0.341463	0.231707	0.097561	0.426829	0.573171	0.390244	0.170732	0.219512	4.887962	10.292683
BSU02080	ybxH	conserved hypothetical protein																			14/04/2007 21:22	no			2	adanchin	0.307292	0.1458	0.255208	0.291667	0.401042	0.598958	0.1875	0.203125	0.40625	0.203125	0.609375	0.390625	0.46875	0.078125	0.15625	0.296875	0.234375	0.765625	0.265625	0.15625	0.203125	0.375	0.359375	0.640625	0.570449	7476.91	-0.504762	0.174603	0.365079	0.190476	0.238095	0.52381	0.47619	0.333333	0.111111	0.222222	4.39492	10.936508
BSU02090	ybxI	exported beta-lactamase																		BETA-LACTAMASE-RXN ;	20/02/2012 18:33	no	14742199	16.11 : Scavenge (Catabolism) ;	1	ebelda	0.313433	0.209	0.24005	0.237562	0.449005	0.550995	0.313433	0.16791	0.33209	0.186567	0.5	0.5	0.365672	0.182836	0.160448	0.291045	0.343284	0.656716	0.261194	0.276119	0.227612	0.235075	0.503731	0.496269	0.555794	30642.67	-0.427341	0.258427	0.453184	0.217228	0.138577	0.494382	0.505618	0.29588	0.161049	0.134831	6.709419	9.033708
BSU02100	cypC	fatty acid beta-hydroxylating cytochrome P450																		RXN-11820 ;	23/01/2012 15:01	no	10529095, 12519760, 21673922	16.6 : Maintain ; 16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	2	adanchin	0.272727	0.1962	0.289474	0.241627	0.485646	0.514354	0.253589	0.227273	0.344498	0.174641	0.57177	0.42823	0.332536	0.186603	0.19378	0.287081	0.380383	0.619617	0.232057	0.174641	0.330144	0.263158	0.504785	0.495215	0.516959	48107.31	-0.443645	0.239808	0.426859	0.196643	0.136691	0.532374	0.467626	0.318945	0.172662	0.146283	6.44976	9.860911
BSU02110	ybyB	conserved hypothetical protein																			14/04/2007 21:24	no			2	adanchin	0.375479	0.2337	0.187739	0.203065	0.421456	0.578544	0.344828	0.206897	0.275862	0.172414	0.482759	0.517241	0.436782	0.218391	0.08046	0.264368	0.298851	0.701149	0.344828	0.275862	0.206897	0.172414	0.482759	0.517241	0.619232	9861.995	-0.805814	0.209302	0.44186	0.174419	0.093023	0.465116	0.534884	0.325581	0.186047	0.139535	8.844261	8.825581
BSU02120	ybeC	putative H+/amino acid transporter																			14/04/2007 23:17	no	15849754, 16850406	16.1 : Circulate ;	2	adanchin	0.225309	0.1901	0.264815	0.319753	0.454938	0.545062	0.285185	0.162963	0.312963	0.238889	0.475926	0.524074	0.201852	0.233333	0.17963	0.385185	0.412963	0.587037	0.188889	0.174074	0.301852	0.335185	0.475926	0.524074	0.563299	59209.36	0.660297	0.317254	0.487941	0.280148	0.163265	0.703154	0.296846	0.111317	0.074212	0.037106	9.559258	8.525046
BSU02130	glpQA	glycerophosphoryl diester phosphodiesterase																	RHEA:29907	GLYCPDIESTER-RXN ; RHEA:29907 ;	06/10/2014 09:55	no	10913081, 21966272	16.11 : Scavenge (Catabolism) ;	2	adanchin	0.314059	0.229	0.225624	0.231293	0.454649	0.545351	0.289116	0.231293	0.316327	0.163265	0.547619	0.452381	0.367347	0.221088	0.115646	0.295918	0.336735	0.663265	0.285714	0.234694	0.244898	0.234694	0.479592	0.520408	0.594607	32957.77	-0.333447	0.249147	0.457338	0.232082	0.119454	0.532423	0.467577	0.279863	0.167235	0.112628	8.915825	8.901024
BSU02140	glpT	glycerol-3-phosphate permease																			30/04/2007 11:12	no	11929549, 15849754, 16850406, 8012593	16.1 : Circulate ;	2	adanchin	0.235206	0.2292	0.235206	0.300375	0.464419	0.535581	0.278652	0.168539	0.303371	0.249438	0.47191	0.52809	0.21573	0.217978	0.182022	0.38427	0.4	0.6	0.211236	0.301124	0.220225	0.267416	0.521348	0.478652	0.573495	49799.775	0.552477	0.286036	0.470721	0.259009	0.177928	0.698198	0.301802	0.146396	0.09009	0.056306	9.253563	8.916667
BSU02150	ybeF	conserved hypothetical protein																			30/04/2007 11:07	no			2	adanchin	0.248996	0.1566	0.208835	0.385542	0.365462	0.634538	0.325301	0.13253	0.228916	0.313253	0.361446	0.638554	0.180723	0.192771	0.13253	0.493976	0.325301	0.674699	0.240964	0.144578	0.26506	0.349398	0.409639	0.590361	0.48039	9158.795	1.146341	0.256098	0.45122	0.390244	0.109756	0.695122	0.304878	0.109756	0.060976	0.04878	7.999596	8.02439
BSU02160	ybfA	conserved hypothetical protein																			30/04/2007 11:09	no			2	adanchin	0.3061	0.1841	0.25817	0.251634	0.442266	0.557734	0.281046	0.199346	0.320261	0.199346	0.519608	0.480392	0.379085	0.169935	0.156863	0.294118	0.326797	0.673203	0.25817	0.183007	0.297386	0.261438	0.480392	0.519608	0.500003	35737.48	-0.441639	0.232787	0.37377	0.219672	0.144262	0.491803	0.508197	0.321311	0.163934	0.157377	5.902031	9.055738
BSU02170	ybfB	putative carboxylate transporter																			30/04/2007 11:17	no	15849754, 16850406	16.1 : Circulate ;	2	adanchin	0.195843	0.2158	0.292566	0.295763	0.508393	0.491607	0.251799	0.196643	0.326139	0.22542	0.522782	0.477218	0.158273	0.239808	0.18705	0.414868	0.426859	0.573141	0.177458	0.211031	0.364508	0.247002	0.57554	0.42446	0.439567	45233.895	0.869712	0.329327	0.502404	0.322115	0.137019	0.694712	0.305288	0.120192	0.076923	0.043269	9.392632	8.348558
BSU02180	ybfE	hypothetical protein																			30/04/2007 11:19	no			3	adanchin	0.329825	0.1895	0.140351	0.340351	0.329825	0.670175	0.315789	0.126316	0.231579	0.326316	0.357895	0.642105	0.294737	0.168421	0.115789	0.421053	0.284211	0.715789	0.378947	0.273684	0.073684	0.273684	0.347368	0.652632	0.642724	11062.675	0.404255	0.223404	0.382979	0.287234	0.180851	0.56383	0.43617	0.212766	0.138298	0.074468	9.305046	8.393617
BSU02190	ybfF	conserved hypothetical protein																			30/04/2007 11:21	no			3	adanchin	0.362939	0.1601	0.131579	0.345395	0.291667	0.708333	0.391447	0.177632	0.190789	0.240132	0.368421	0.631579	0.365132	0.174342	0.078947	0.381579	0.253289	0.746711	0.332237	0.128289	0.125	0.414474	0.253289	0.746711	0.596728	35308.12	0.048845	0.20462	0.382838	0.273927	0.141914	0.528053	0.471947	0.221122	0.141914	0.079208	9.388145	8.359736
BSU02200	ybfG	putative pepdidoglycan binding protein																			30/04/2007 11:23	no			3	adanchin	0.307412	0.206	0.213279	0.273306	0.419281	0.580719	0.327422	0.144611	0.315143	0.212824	0.459754	0.540246	0.287858	0.274216	0.170532	0.267394	0.444748	0.555252	0.306958	0.199181	0.154161	0.3397	0.353342	0.646658	0.589465	79229.375	-0.139481	0.362022	0.568306	0.202186	0.106557	0.553279	0.446721	0.17623	0.079235	0.096995	4.889458	9.02459
BSU02210	ybfH	putative permease																			30/04/2007 11:18	no	15849754, 16850406	16.1 : Circulate ;	1	adanchin	0.230185	0.2226	0.222584	0.324647	0.445168	0.554832	0.286645	0.175896	0.283388	0.254072	0.459283	0.540717	0.192182	0.221498	0.136808	0.449511	0.358306	0.641694	0.211726	0.270358	0.247557	0.270358	0.517915	0.482085	0.487815	33841.255	0.95098	0.29085	0.434641	0.330065	0.147059	0.70915	0.29085	0.127451	0.075163	0.052288	8.499474	8.418301
BSU02220	ybfI	putative transcriptional regulator (AraC/XylS family, cupin family)																			07/06/2007 22:10	no		16.3 : Control ;	2	adanchin	0.30314	0.2138	0.224638	0.258454	0.438406	0.561594	0.286232	0.275362	0.257246	0.181159	0.532609	0.467391	0.398551	0.148551	0.148551	0.304348	0.297101	0.702899	0.224638	0.217391	0.268116	0.289855	0.485507	0.514493	0.517386	32437.95	-0.505091	0.2	0.36	0.218182	0.16	0.483636	0.516364	0.312727	0.170909	0.141818	6.110954	9.385455
BSU02230	purT	phosphoribosylglycinamide formyltransferase 2																		ACETATEKIN-RXN ; GARTRANSFORMYL2-RXN ;	03/04/2007 09:26	no	7496533	16.2 : Construct biomass (Anabolism) ;	2	adanchin	0.267532	0.2	0.291775	0.240693	0.491775	0.508225	0.246753	0.2	0.41039	0.142857	0.61039	0.38961	0.314286	0.241558	0.150649	0.293506	0.392208	0.607792	0.241558	0.158442	0.314286	0.285714	0.472727	0.527273	0.544932	42091.415	-0.122396	0.294271	0.494792	0.239583	0.083333	0.554688	0.445312	0.270833	0.119792	0.151042	4.911247	9.567708
BSU02240	mpr	extracellular glutamyl-endopeptidase																			11/01/2012 11:15	no	15205417, 15375126, 21819557	16.11 : Scavenge (Catabolism) ;	2	adanchin	0.303609	0.2389	0.227176	0.230361	0.46603	0.53397	0.340764	0.127389	0.283439	0.248408	0.410828	0.589172	0.296178	0.33121	0.197452	0.175159	0.528662	0.471338	0.273885	0.257962	0.200637	0.267516	0.458599	0.541401	0.544105	33841.04	-0.51885	0.43131	0.632588	0.13738	0.127796	0.495208	0.504792	0.153355	0.092652	0.060703	9.006721	9.361022
BSU02250	ybfJ	putative lipoprotein																			03/04/2007 09:10	no			1	adanchin	0.330827	0.198	0.22807	0.243108	0.426065	0.573935	0.353383	0.135338	0.315789	0.195489	0.451128	0.548872	0.353383	0.24812	0.12782	0.270677	0.37594	0.62406	0.285714	0.210526	0.240602	0.263158	0.451128	0.548872	0.507659	14451.825	-0.30303	0.325758	0.515152	0.227273	0.098485	0.469697	0.530303	0.280303	0.143939	0.136364	5.695671	8.219697
BSU02260	cesB	enantioselective carboxylesterase																		CARBOXYLESTERASE-RXN ;	28/01/2014 16:49	no	11389736, 24418394	16.11 : Scavenge (Catabolism) ;	2	adanchin	0.261504	0.2121	0.263749	0.262626	0.47587	0.52413	0.228956	0.218855	0.346801	0.205387	0.565657	0.434343	0.299663	0.232323	0.164983	0.30303	0.397306	0.602694	0.255892	0.185185	0.279461	0.279461	0.464646	0.535354	0.517936	33069.415	-0.040541	0.290541	0.466216	0.222973	0.14527	0.584459	0.415541	0.222973	0.108108	0.114865	5.2743	9.02027
BSU02270	pssA	phosphatidylserine synthase																		PHOSPHASERSYN-RXN ;	20/02/2012 18:35	no	12682299, 14762009, 15743965, 15849754, 16850406	16.2 : Construct biomass (Anabolism) ; 16.13 : Shape ;	1	ebelda	0.228464	0.2154	0.226592	0.329588	0.441948	0.558052	0.314607	0.191011	0.247191	0.247191	0.438202	0.561798	0.213483	0.213483	0.162921	0.410112	0.376404	0.623596	0.157303	0.241573	0.269663	0.331461	0.511236	0.488764	0.530078	19580.61	0.747458	0.305085	0.468927	0.276836	0.158192	0.689266	0.310734	0.141243	0.090395	0.050847	8.260109	8.661017
BSU02280	ybfM	putative membrane phosphatase																			03/04/2007 09:40	no	12682299, 14762009, 15849754, 16850406	16.8 : Protect ; 16.6 : Maintain ;	2	adanchin	0.259714	0.1493	0.255624	0.335378	0.404908	0.595092	0.319018	0.110429	0.319018	0.251534	0.429448	0.570552	0.239264	0.134969	0.184049	0.441718	0.319018	0.680982	0.220859	0.202454	0.263804	0.312883	0.466258	0.533742	0.536407	18337.485	0.753704	0.240741	0.407407	0.320988	0.166667	0.734568	0.265432	0.179012	0.117284	0.061728	9.301628	9.012346
BSU02290	psd	phosphatidylserine decarboxylase; 32 kDa precursor processed into a 29 kDa protein																		PHOSPHASERDECARB-RXN ;	03/04/2007 09:47	no	12682299, 14762009, 9422599	16.2 : Construct biomass (Anabolism) ; 16.13 : Shape ;	2	adanchin	0.272727	0.2146	0.252525	0.260101	0.467172	0.532828	0.257576	0.215909	0.310606	0.215909	0.526515	0.473485	0.340909	0.185606	0.166667	0.306818	0.352273	0.647727	0.219697	0.242424	0.280303	0.257576	0.522727	0.477273	0.486734	29688.62	-0.203802	0.262357	0.479087	0.243346	0.144487	0.539924	0.460076	0.235741	0.13308	0.102662	7.296669	9.235741
BSU02300	ybfN	hypothetical protein																			03/04/2007 09:48	no			1	adanchin	0.322581	0.1864	0.258065	0.232975	0.444444	0.555556	0.27957	0.215054	0.322581	0.182796	0.537634	0.462366	0.408602	0.129032	0.150538	0.311828	0.27957	0.72043	0.27957	0.215054	0.301075	0.204301	0.516129	0.483871	0.571334	11031.115	-0.48587	0.163043	0.391304	0.228261	0.130435	0.48913	0.51087	0.282609	0.119565	0.163043	4.774208	10.282609
BSU02310	ybfO	putative exported or lipoprotein hydrolase																			04/04/2016 10:04	no		16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	2	adanchin	0.319911	0.2036	0.228188	0.248322	0.431767	0.568233	0.322148	0.201342	0.290828	0.185682	0.49217	0.50783	0.387025	0.217002	0.111857	0.284116	0.328859	0.671141	0.250559	0.192394	0.281879	0.275168	0.474273	0.525727	0.55839	51768.475	-0.504036	0.230942	0.426009	0.197309	0.134529	0.497758	0.502242	0.293722	0.156951	0.136771	6.664986	9.09417
BSU02320	ybfP	putative transcriptional regulator (AraC/XylS family)																			03/04/2007 09:43	no		16.3 : Control ;	3	adanchin	0.313063	0.1678	0.228604	0.290541	0.396396	0.603604	0.290541	0.185811	0.307432	0.216216	0.493243	0.506757	0.361486	0.192568	0.141892	0.304054	0.334459	0.665541	0.287162	0.125	0.236486	0.351351	0.361486	0.638514	0.590041	34215.65	-0.407119	0.240678	0.430508	0.189831	0.159322	0.505085	0.494915	0.274576	0.149153	0.125424	6.284309	9.410169
BSU02330	ybfQ	putative enzyme with rhodanese domain																			30/06/2011 09:58	no	10939241	16.8 : Protect ; 16.11 : Scavenge (Catabolism) ;	1	adanchin	0.321981	0.1889	0.252838	0.236326	0.441692	0.558308	0.266254	0.182663	0.383901	0.167183	0.566563	0.433437	0.411765	0.164087	0.170279	0.25387	0.334365	0.665635	0.287926	0.219814	0.204334	0.287926	0.424149	0.575851	0.686183	37263.755	-0.640062	0.226708	0.450311	0.186335	0.130435	0.509317	0.490683	0.347826	0.161491	0.186335	5.090477	10.596273
BSU02340	gltP	proton/glutamate symport protein																			04/02/2007 19:56	no	15849754, 16850406, 7751298	16.1 : Circulate ;	2	adanchin	0.236948	0.2225	0.233735	0.306827	0.456225	0.543775	0.291566	0.171084	0.346988	0.190361	0.518072	0.481928	0.192771	0.214458	0.139759	0.453012	0.354217	0.645783	0.226506	0.281928	0.214458	0.277108	0.496386	0.503614	0.547061	44594.885	0.936232	0.289855	0.490338	0.34058	0.096618	0.693237	0.306763	0.149758	0.084541	0.065217	8.772484	8.154589
BSU02350	gamP	phosphotransferase system (PTS) glucosamine-specific enzyme IICBA component																		2.7.1.69-RXN ;	20/02/2012 18:57	no	10627040, 15849754, 16850406	16.1 : Circulate ;	2	ebelda	0.241561	0.2437	0.241561	0.273207	0.485232	0.514768	0.265823	0.189873	0.362342	0.181962	0.552215	0.447785	0.25	0.232595	0.143987	0.373418	0.376582	0.623418	0.208861	0.308544	0.218354	0.264241	0.526899	0.473101	0.543295	68141.72	0.449604	0.301109	0.513471	0.277338	0.126783	0.652932	0.347068	0.18225	0.091918	0.090333	5.555321	8.679873
BSU02360	gamA	glucosamine-6-phosphate deaminase																	RHEA:12172	GLUCOSAMINE-6-P-DEAMIN-RXN ; RHEA:12172 ;	24/03/2016 13:13	no	23667565, 27002132	16.2 : Construct biomass (Anabolism) ; 16.11 : Scavenge (Catabolism) ; 16.13 : Shape ;	3	adanchin	0.301333	0.2267	0.222667	0.249333	0.449333	0.550667	0.292	0.22	0.344	0.144	0.564	0.436	0.36	0.22	0.128	0.292	0.348	0.652	0.252	0.24	0.196	0.312	0.436	0.564	0.575605	27288	-0.165863	0.285141	0.473896	0.228916	0.116466	0.542169	0.457831	0.257028	0.136546	0.120482	5.809959	8.718876
BSU02370	gamR	transcriptional regulator - GlcN6P (GntR family)																			06/08/2014 13:10	no	23667565, 24673833	16.3 : Control ;	1	adanchin	0.322034	0.1935	0.242938	0.241525	0.436441	0.563559	0.317797	0.182203	0.309322	0.190678	0.491525	0.508475	0.351695	0.237288	0.131356	0.279661	0.368644	0.631356	0.29661	0.161017	0.288136	0.254237	0.449153	0.550847	0.489292	26602.43	-0.327234	0.276596	0.429787	0.238298	0.102128	0.497872	0.502128	0.27234	0.13617	0.13617	5.658394	9.174468
BSU02380	ybgB	hypothetical protein																			18/02/2014 08:34	no	12897008, 23667565		2	adanchin	0.199275	0.1812	0.264493	0.355072	0.445652	0.554348	0.26087	0.206522	0.293478	0.23913	0.5	0.5	0.184783	0.206522	0.108696	0.5	0.315217	0.684783	0.152174	0.130435	0.391304	0.326087	0.521739	0.478261	0.555636	10272.15	1.323077	0.21978	0.483516	0.373626	0.175824	0.78022	0.21978	0.087912	0.065934	0.021978	8.758919	8.692308
BSU02390	ilvE	isoleucine-valine aminotransferase / aromatic amino acid aminotransferase / ketomethiobutyrate-branched-chain																		BRANCHED-CHAINAMINOTRANSFERLEU-RXN ; BRANCHED-CHAINAMINOTRANSFERILEU-RXN ; PHEAMINOTRANS-RXN ; BRANCHED-CHAINAMINOTRANSFERVAL-RXN ;	06/10/2014 10:05	no	12670965, 15060025, 15102328, 23429746	16.2 : Construct biomass (Anabolism) ; 16.11 : Scavenge (Catabolism) ;	2	adanchin	0.273576	0.197	0.285714	0.243697	0.482726	0.517274	0.263305	0.176471	0.383754	0.176471	0.560224	0.439776	0.310924	0.210084	0.182073	0.296919	0.392157	0.607843	0.246499	0.204482	0.291317	0.257703	0.495798	0.504202	0.504282	39656.685	-0.165169	0.275281	0.5	0.244382	0.115169	0.573034	0.426966	0.252809	0.117978	0.134831	5.13662	9.44382
